claim_id,page,proposition,cited_for,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,syllabus,quoted_text,brief_sentence,quote_check,quote_check_worst,quote_floor,crosscheck_flags,triage_track,prescreen_hint,support,badge_label,brief_block,opinion_block,finding_analysis,assessed_by
aliaj-rochelle-park-23,12,"To qualify for the immunity established in N.J.S.A. 59:3-3, a public employee must demonstrate objective reasonableness or that he behaved with subjective good faith.",,"Alston v. City of Camden, 168 N.J. 170, 186 (2001)",Alston v. City of Camden,,,https://www.courtlistener.com/opinion/2084582/alston-v-city-of-camden/,VERIFIED,,opinions/Alston_v_City_of_Camden.html,,"[""objective reasonableness"", ""subjective good faith""]","To qualify for the immunity established in N.J.S.A. 59:3-3, a public employee must demonstrate objective reasonableness or that he behaved with subjective good faith.","[{""quote"": ""objective reasonableness"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""361, 374 , 593 A.2d 335 (1991)). A public employee either must demonstrate \u201cobjective reasonableness\u201d or that he behaved with \u201csubjective good faith.\u201d Id. at 132, 661 A.2d 231 .""}, {""quote"": ""subjective good faith"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""yee either must demonstrate \u201cobjective reasonableness\u201d or that he behaved with \u201csubjective good faith.\u201d Id. at 132, 661 A.2d 231 . A public employee need prove only one component.""}]",VERBATIM,,,,,,,,,,
aliaj-rochelle-park-24,12,"To qualify for the immunity established in N.J.S.A. 59:3-3, a public employee must demonstrate objective reasonableness or that he behaved with subjective good faith.",,"Fielder v. Stonack, 141 N.J. 101, 132 (1995)",Fielder v. Stonack,,,https://www.courtlistener.com/opinion/1986170/fielder-v-stonack/,VERIFIED,,opinions/Fielder_v_Stonack.html,,[],"To qualify for the immunity established in N.J.S.A. 59:3-3, a public employee must demonstrate objective reasonableness or that he behaved with subjective good faith.",[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-25,12,The standard of reasonableness and good faith applicable to the immunity afforded under N.J.S.A. 59:3-3 is based on the same standard that applies to qualified immunity for law enforcement officials in Section 1983 civil rights cases.,,"Gurski v. New Jersey State Police Dept., 242 N.J. Super. 148, 163 (1990)",Gurski v. State Police Dept.,,,https://www.courtlistener.com/opinion/1435402/gurski-v-state-police-dept/,VERIFIED,,opinions/Gurski_v_State_Police_Dept.html,,[],The standard of reasonableness and good faith applicable to the immunity afforded under N.J.S.A. 59:3-3 is based on the same standard that applies to qualified immunity for law enforcement officials in Section 1983 civil rights cases.,[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-26,12,"In evaluating the good faith actions of police officers engaged in law enforcement activities, the focus is whether a reasonable law enforcement officer could have believed his actions were lawful, in light of clearly established law and the information available to the officer at the time.",,"Anderson v. Creighton, 483 U.S. 635, 641 (1987)",Anderson v. Creighton,,,https://www.courtlistener.com/opinion/111953/anderson-v-creighton/,VERIFIED,,opinions/Anderson_v_Creighton.html,,[],"In evaluating the good faith actions of police officers engaged in law enforcement activities, the focus is whether a reasonable law enforcement officer could have believed his actions were lawful, in light of clearly established law and the information available to the officer at the time.",[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-27,13,"The New Jersey Supreme Court has interpreted Section 1983 to limit the rights of plaintiffs and to encourage disposition of actions as a matter of law when those actions arise out of alleged unlawful arrest, search or seizure by a law enforcement officer.",,"Kirk v. City of Newark, 109 N.J. 173, 179 (1988)",Kirk v. City of Newark,,,https://www.courtlistener.com/opinion/2350356/kirk-v-city-of-newark/,VERIFIED,,opinions/Kirk_v_City_of_Newark.html,,[],"The New Jersey Supreme Court has interpreted Section 1983 to limit the rights of plaintiffs and to encourage disposition of actions as a matter of law when those actions arise out of alleged unlawful arrest, search or seizure by a law enforcement officer.",[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-28,13,A public entity is shielded by any immunity or defense that would shield its employee from liability.,,"Tice v. Cramer, 133 N.J. 247 (1993)",State v. Reed,,,https://www.courtlistener.com/opinion/2337093/state-v-reed/,WRONG_CASE,no party-overlap across cluster/docket/opinion sources,,,[],A public entity is shielded by any immunity or defense that would shield its employee from liability.,[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-29,13,A public entity is shielded by any immunity or defense that would shield its employee from liability.,,"Brown v. City of Bordentown, 348 N.J. Super. 143, 148-149, 151 (App. Div. 2002)",Brown v. City of Bordentown,,,https://www.courtlistener.com/opinion/1964660/brown-v-city-of-bordentown/,VERIFIED,,opinions/Brown_v_City_of_Bordentown.html,,[],A public entity is shielded by any immunity or defense that would shield its employee from liability.,[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-30,13,"Determination of immunity for public employees and public entities in a Section 1983 action should be decided early in the litigation, such as on a motion for dismissal under Rule 12(b)(6).",,"Simmons v. Loose, 418 N.J. Super. 206, 222 (App. Div. 2011)",Simmons v. Loose,,,https://www.courtlistener.com/opinion/2549578/simmons-v-loose/,VERIFIED,,opinions/Simmons_v_Loose.html,,[],"Determination of immunity for public employees and public entities in a Section 1983 action should be decided early in the litigation, such as on a motion for dismissal under Rule 12(b)(6).",[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-31,13,"Determination of immunity for public employees and public entities in a Section 1983 action should be decided early in the litigation, such as on a motion for dismissal under Rule 12(b)(6).",,"Schneider v. Simonini, 163 N.J. 336, 356 (2000)",Schneider v. Simonini,,,https://www.courtlistener.com/opinion/2090114/schneider-v-simonini/,VERIFIED,,opinions/Schneider_v_Simonini.html,,[],"Determination of immunity for public employees and public entities in a Section 1983 action should be decided early in the litigation, such as on a motion for dismissal under Rule 12(b)(6).",[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-32,13,Municipal police departments and their officers are compelled to comply with directives of the County Prosecutor's Office based on the applicable law enforcement hierarchy.,,"Passaic County PBA Local 197 v. Office of Passaic County Prosecutor, 385 N.J. Super. 11, 16 (App. Div. 2006)",Passaic County PBA Local 197 v. Office of Passaic County Prosecutor,,,https://www.courtlistener.com/opinion/7404183/passaic-county-pba-local-197-v-office-of-passaic-county-prosecutor/,VERIFIED,,opinions/Passaic_County_PBA_Local_197_v_Office_of_Passaic_County_Prosecutor.html,,[],Municipal police departments and their officers are compelled to comply with directives of the County Prosecutor's Office based on the applicable law enforcement hierarchy.,[],NO_QUOTES,,,,,,,,,,
aliaj-rochelle-park-33,14,"County Prosecutors have supervisory authority over all law enforcement activity in the county, including authority over county and municipal police officers.",,"Gerofsky v. Passaic County SPCA, 376 N.J. Super. 405, 417 (App. Div. 2005)",Gerofsky v. PASSAIC COUNTY SOC.,,,https://www.courtlistener.com/opinion/2156738/gerofsky-v-passaic-county-soc/,VERIFIED,,opinions/Gerofsky_v_PASSAIC_COUNTY_SOC.html,,"[""supervisory authority over all law enforcement activity in the county"", ""county and municipal...police officers""]","County Prosecutors have supervisory authority over all law enforcement activity in the county, including authority over county and municipal police officers.","[{""quote"": ""supervisory authority over all law enforcement activity in the county"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""2d 63 (1953).] We are satisfied that the county prosecutor's supervisory authority over all law enforcement activity in the county extends not only to sworn county and municipal prosecutors and police officers""}, {""quote"": ""county and municipal...police officers"", ""result"": ""VERBATIM"", ""similarity"": 1.0, ""matched_passage"": ""ority over all law enforcement activity in the county extends not only to sworn county and municipal prosecutors and police officers but also to any member of an SPCA to whom law enforcement powers are delegated""}]",VERBATIM,,,,,,,,,,
